NOME DO JOB	DATA DE EXECUÇÃO	HORA DE EXECUÇÃO	TEMPO DE CPU	TEMPO DE SALA	RETURN CODE	USUARIO	JOBID
OCGJD400	14/11/2020	03.43.03	2,99	36,51	0000	TWSUSER	29410
OCGJD400	17/11/2020	03.40.42	2,97	33,71	0000	TWSUSER	58396
OCGJD400	18/11/2020	03.45.45	2,91	30,37	0000	TWSUSER	77039
OCGJD400	19/11/2020	03.43.59	2,95	34,96	0000	TWSUSER	96110
OCGJD400	20/11/2020	03.45.45	2,96	34,40	0000	TWSUSER	15473
OCGJD400	21/11/2020	03.44.22	2,95	33,70	0000	TWSUSER	33446
OCGJD400	24/11/2020	03.45.46	2,92	31,51	0000	TWSUSER	61634
OCGJD400	25/11/2020	03.31.14	2,98	38,93	0000	TWSUSER	79674
OCGJD400	26/11/2020	03.45.27	2,94	35,14	0000	TWSUSER	98451
OCGJD400	27/11/2020	03.45.28	2,96	29,69	0000	TWSUSER	17637
OCGJD400	28/11/2020	03.31.23	0,72	2,29	0000	TWSUSER	35685
OCGJD400	28/11/2020	13.34.12	2,46	9,41	0000	TWSUSER	38551
OCGJD400	28/11/2020	13.52.13	0,45	11,85	0000	TWSUSER	38601
OCGJD400	01/12/2020	03.42.13	3,49	40,85	0000	TWSUSER	64019
OCGJD400	02/12/2020	03.46.35	3,04	29,35	0000	TWSUSER	84829
OCGJD400	03/12/2020	03.46.10	3,10	29,52	0000	TWSUSER	5431
OCGJD400	04/12/2020	03.43.58	2,77	30,66	0000	TWSUSER	25971
OCGJD400	05/12/2020	04.21.00	3,60	27,78	0000	TWSUSER	45800
OCGJD400	08/12/2020	04.24.21	2,85	35,10	0000	TWSUSER	75484
OCGJD400	09/12/2020	03.44.00	2,82	29,72	0000	TWSUSER	94674
OCGJD400	10/12/2020	03.43.17	2,87	32,43	0000	TWSUSER	16490
OCGJD400	11/12/2020	03.43.05	3,04	38,19	0000	TWSUSER	36624
OCGJD400	12/12/2020	03.42.42	2,97	29,30	0000	TWSUSER	56031
OCGJD400	15/12/2020	03.44.04	2,92	29,25	0000	TWSUSER	86965
OCGJD400	16/12/2020	03.44.21	2,91	29,43	0000	TWSUSER	5881
OCGJD400	17/12/2020	03.45.35	2,96	31,35	0000	TWSUSER	26417
OCGJD400	18/12/2020	03.46.14	2,93	29,20	0000	TWSUSER	46794
OCGJD400	19/12/2020	03.44.46	2,97	34,52	0000	TWSUSER	65749
OCGJD400	22/12/2020	03.47.04	2,92	36,24	0000	TWSUSER	95510
OCGJD400	23/12/2020	03.38.32	2,79	38,41	0000	TWSUSER	13969
OCGJD400	24/12/2020	03.44.04	2,86	32,06	0000	TWSUSER	35151
OCGJD400	25/12/2020	03.41.59	2,84	31,16	0000	TWSUSER	57204
OCGJD400	29/12/2020	03.45.04	2,92	32,01	0000	TWSUSER	92131
OCGJD400	30/12/2020	03.46.34	2,88	32,21	0000	TWSUSER	10048
OCGJD400	31/12/2020	03.46.31	3,02	31,52	0000	TWSUSER	28477
OCGJD400	01/01/2021	03.39.44	4,26	42,48	0000	TWSUSER	40882
OCGJD400	05/01/2021	03.51.40	3,05	37,10	0000	TWSUSER	72971
OCGJD400	06/01/2021	03.42.55	2,95	31,95	0000	TWSUSER	91784
OCGJD400	07/01/2021	03.43.10	2,95	32,46	0000	TWSUSER	11139
OCGJD400	08/01/2021	03.41.48	3,57	32,97	0000	TWSUSER	31118
OCGJD400	09/01/2021	03.44.37	2,87	28,58	0000	TWSUSER	50514
OCGJD400	12/01/2021	03.47.38	2,90	27,20	0000	TWSUSER	80990
OCGJD400	13/01/2021	03.43.28	2,90	30,25	0000	TWSUSER	99591
OCGJD400	14/01/2021	03.45.09	2,90	30,03	0000	TWSUSER	19904
OCGJD400	15/01/2021	03.44.51	2,91	31,70	0000	TWSUSER	40556
OCGJD400	16/01/2021	03.43.34	2,98	34,48	0000	TWSUSER	59760
OCGJD400	19/01/2021	03.48.00	2,92	33,79	0000	TWSUSER	89514
OCGJD400	20/01/2021	03.45.27	2,93	31,70	0000	TWSUSER	7869
OCGJD400	21/01/2021	03.46.48	2,98	33,41	0000	TWSUSER	27689
OCGJD400	22/01/2021	03.46.52	2,94	32,41	0000	TWSUSER	47567
OCGJD400	23/01/2021	03.44.41	2,97	32,67	0000	TWSUSER	66696
OCGJD400	26/01/2021	03.46.12	2,99	33,17	0000	TWSUSER	95928
OCGJD400	27/01/2021	03.47.30	3,02	38,49	0000	TWSUSER	14419
OCGJD400	28/01/2021	03.46.01	3,00	34,21	0000	TWSUSER	33131
OCGJD400	29/01/2021	03.46.26	3,05	34,57	0000	TWSUSER	52485
OCGJD400	30/01/2021	03.41.39	3,96	39,98	0000	TWSUSER	71588
OCGJD400	02/02/2021	04.15.18	3,09	36,47	0000	TWSUSER	1620
OCGJD400	03/02/2021	03.46.11	3,18	32,90	0000	TWSUSER	20970
OCGJD400	04/02/2021	03.48.01	2,89	33,46	0000	TWSUSER	41431
OCGJD400	05/02/2021	03.47.27	3,59	31,32	0000	TWSUSER	61455
OCGJD400	06/02/2021	03.46.49	2,90	32,26	0000	TWSUSER	81771
OCGJD400	09/02/2021	03.41.16	3,03	32,10	0000	TWSUSER	15120
OCGJD400	10/02/2021	03.48.21	2,94	30,66	0000	TWSUSER	35203
OCGJD400	11/02/2021	03.43.12	3,08	33,02	0000	TWSUSER	56645
OCGJD400	12/02/2021	03.45.50	3,08	32,42	0000	TWSUSER	76926
OCGJD400	13/02/2021	03.43.40	3,04	34,64	0000	TWSUSER	96364
OCGJD400	18/02/2021	03.31.24	3,02	35,81	0000	TWSUSER	34754
OCGJD400	19/02/2021	03.48.04	3,06	34,11	0000	TWSUSER	54499
OCGJD400	20/02/2021	03.47.27	3,09	35,18	0000	TWSUSER	74168
OCGJD400	23/02/2021	03.49.18	3,09	35,37	0000	TWSUSER	2386
OCGJD400	24/02/2021	03.49.17	3,09	34,38	0000	TWSUSER	22445
OCGJD400	25/02/2021	03.44.49	3,06	34,91	0000	TWSUSER	43632
OCGJD400	26/02/2021	03.44.56	3,13	35,58	0000	TWSUSER	64483
OCGJD400	27/02/2021	03.44.37	3,98	37,78	0000	TWSUSER	84786
OCGJD400	02/03/2021	03.46.24	3,17	32,80	0000	TWSUSER	18143
OCGJD400	03/03/2021	03.49.55	3,30	32,99	0000	TWSUSER	40062
OCGJD400	04/03/2021	03.47.49	3,02	32,87	0000	TWSUSER	62396
OCGJD400	05/03/2021	03.49.35	3,67	33,57	0000	TWSUSER	83694
OCGJD400	06/03/2021	03.49.50	3,00	34,04	0000	TWSUSER	6689
OCGJD400	09/03/2021	14.56.42	3,13	22,71	0000	TWSUSER	50240
OCGJD400	10/03/2021	03.46.32	3,03	33,84	0000	TWSUSER	61402
OCGJD400	11/03/2021	03.48.25	3,20	33,55	0000	TWSUSER	84031
OCGJD400	12/03/2021	04.53.00	3,18	32,26	0000	TWSUSER	6378
OCGJD400	13/03/2021	03.46.04	3,18	35,36	0000	TWSUSER	27200
OCGJD400	16/03/2021	03.47.18	3,16	35,38	0000	TWSUSER	58580
OCGJD400	17/03/2021	03.48.36	3,11	34,87	0000	TWSUSER	79269
OCGJD400	18/03/2021	03.45.57	3,15	35,21	0000	TWSUSER	1217
OCGJD400	19/03/2021	03.43.12	3,14	34,50	0000	TWSUSER	21064
OCGJD400	20/03/2021	03.47.14	3,14	35,61	0000	TWSUSER	40861
OCGJD400	23/03/2021	03.46.26	3,14	37,60	0000	TWSUSER	72129
OCGJD400	24/03/2021	03.49.06	3,16	39,04	0000	TWSUSER	92425
OCGJD400	25/03/2021	03.47.51	3,17	38,46	0000	TWSUSER	13187
OCGJD400	26/03/2021	03.45.12	3,14	35,57	0000	TWSUSER	33314
OCGJD400	27/03/2021	03.44.58	3,17	37,12	0000	TWSUSER	53238
OCGJD400	30/03/2021	03.47.00	3,14	71,33	0000	TWSUSER	83976
OCGJD400	31/03/2021	03.48.15	3,21	38,92	0000	TWSUSER	3371
OCGJD400	01/04/2021	03.44.35	4,34	38,40	0000	TWSUSER	24820
OCGJD400	02/04/2021	03.49.32	3,31	38,63	0000	TWSUSER	44705
OCGJD400	06/04/2021	03.49.56	3,44	33,62	0000	TWSUSER	81077
OCGJD400	07/04/2021	03.47.30	3,14	37,63	0000	TWSUSER	2453
OCGJD400	08/04/2021	03.35.04	3,55	37,73	0000	TWSUSER	24011
OCGJD400	09/04/2021	03.45.15	3,05	33,28	0000	TWSUSER	47624
OCGJD400	10/04/2021	03.46.24	3,07	35,80	0000	TWSUSER	73151
OCGJD400	13/04/2021	03.42.33	3,08	77,28	0000	TWSUSER	8458
OCGJD400	14/04/2021	03.46.17	3,12	35,54	0000	TWSUSER	31382
OCGJD400	15/04/2021	03.45.02	3,16	36,26	0000	TWSUSER	56017
OCGJD400	16/04/2021	03.46.54	3,17	35,55	0000	TWSUSER	78642
OCGJD400	17/04/2021	03.41.00	3,13	35,85	0000	TWSUSER	1453
OCGJD400	20/04/2021	03.39.19	3,04	39,45	0000	TWSUSER	40965
OCGJD400	21/04/2021	03.39.50	3,13	32,94	0000	TWSUSER	62048
OCGJD400	23/04/2021	03.37.50	3,12	33,09	0000	TWSUSER	88304
OCGJD400	24/04/2021	03.39.22	3,11	36,45	0000	TWSUSER	8956
OCGJD400	27/04/2021	03.39.07	3,06	37,00	0000	TWSUSER	45856
OCGJD400	28/04/2021	03.40.55	3,10	36,88	0000	TWSUSER	65842
OCGJD400	29/04/2021	03.41.33	3,14	34,66	0000	TWSUSER	87515
OCGJD400	30/04/2021	03.38.52	3,12	36,62	0000	TWSUSER	9149
OCGJD400	01/05/2021	03.40.04	4,25	37,64	0000	TWSUSER	30411
OCGJD400	04/05/2021	03.41.53	3,15	36,17	0000	TWSUSER	61719
OCGJD400	05/05/2021	03.38.53	3,08	33,33	0000	TWSUSER	82538
OCGJD400	06/05/2021	03.38.31	3,28	35,74	0000	TWSUSER	5953
OCGJD400	07/05/2021	03.41.23	3,27	33,15	0000	TWSUSER	27231
OCGJD400	08/05/2021	03.41.56	3,63	34,19	0000	TWSUSER	49962
OCGJD400	11/05/2021	03.32.02	3,23	37,18	0000	TWSUSER	84535
OCGJD400	12/05/2021	03.38.59	3,18	34,93	0000	TWSUSER	5811
OCGJD400	13/05/2021	03.39.02	3,19	34,54	0000	TWSUSER	28705
OCGJD400	14/05/2021	03.39.16	3,17	35,43	0000	TWSUSER	51899
OCGJD400	15/05/2021	03.36.58	3,13	39,97	0000	TWSUSER	75280
OCGJD400	18/05/2021	03.39.48	3,12	37,28	0000	TWSUSER	9027
OCGJD400	19/05/2021	03.37.12	3,10	35,93	0000	TWSUSER	29466
OCGJD400	20/05/2021	03.36.02	3,08	36,63	0000	TWSUSER	51935
OCGJD400	21/05/2021	03.36.05	3,13	37,89	0000	TWSUSER	73199
OCGJD400	22/05/2021	03.35.03	3,12	29,31	0000	TWSUSER	93863
OCGJD400	25/05/2021	03.36.05	3,14	33,92	0000	TWSUSER	25083
OCGJD400	26/05/2021	03.36.01	3,10	37,30	0000	TWSUSER	45627
OCGJD400	27/05/2021	03.35.42	3,20	39,70	0000	TWSUSER	68234
OCGJD400	28/05/2021	03.36.06	3,12	38,54	0000	TWSUSER	89575
OCGJD400	29/05/2021	03.36.21	3,44	38,20	0000	TWSUSER	12418
OCGJD400	01/06/2021	03.36.24	4,25	34,23	0000	TWSUSER	45480
OCGJD400	02/06/2021	03.37.38	3,53	33,09	0000	TWSUSER	67354
OCGJD400	03/06/2021	03.37.36	3,55	32,29	0000	TWSUSER	90413
OCGJD400	05/06/2021	03.36.44	3,31	32,50	0000	TWSUSER	15587
OCGJD400	08/06/2021	03.38.17	3,98	33,16	0000	TWSUSER	46441
OCGJD400	09/06/2021	03.36.43	3,22	23,31	0000	TWSUSER	66538
OCGJD400	10/06/2021	03.35.54	3,27	36,87	0000	TWSUSER	89564
OCGJD400	11/06/2021	03.36.24	3,42	35,75	0000	TWSUSER	10738
OCGJD400	12/06/2021	03.35.32	3,36	45,79	0000	TWSUSER	31104
OCGJD400	15/06/2021	03.37.41	3,33	51,65	0000	TWSUSER	64718
OCGJD400	16/06/2021	03.36.30	3,31	35,63	0000	TWSUSER	87657
OCGJD400	17/06/2021	03.36.00	3,33	35,50	0000	TWSUSER	9779
OCGJD400	18/06/2021	03.36.01	3,33	35,49	0000	TWSUSER	30703
OCGJD400	19/06/2021	03.36.29	3,41	41,31	0000	TWSUSER	54433
OCGJD400	22/06/2021	03.35.59	3,37	39,76	0000	TWSUSER	88285
OCGJD400	23/06/2021	03.35.25	3,34	41,09	0000	TWSUSER	9850
OCGJD400	24/06/2021	03.35.30	3,35	41,63	0000	TWSUSER	31388
OCGJD400	25/06/2021	03.35.14	3,33	28,35	0000	TWSUSER	55205
OCGJD400	26/06/2021	03.35.21	3,36	41,76	0000	TWSUSER	78540
OCGJD400	29/06/2021	03.35.34	3,44	47,18	0000	TWSUSER	10533
OCGJD400	30/06/2021	03.36.25	3,41	39,96	0000	TWSUSER	31137
OCGJD400	01/07/2021	03.35.44	4,29	41,36	0000	TWSUSER	54286
OCGJD400	02/07/2021	03.36.45	3,43	37,52	0000	TWSUSER	77099
OCGJD400	03/07/2021	03.36.23	3,52	33,45	0000	TWSUSER	99997
OCGJD400	06/07/2021	03.36.38	1,03	4,17	0000	TWSUSER	33566
OCGJD400	07/07/2021	03.33.37	1,36	4,67	0000	TWSUSER	55453
OCGJD400	11/09/2021	03.36.53	3,58	34,90	0000	TWSUSER	29328
OCGJD400	14/09/2021	03.37.42	3,50	37,47	0000	TWSUSER	91690
OCGJD400	15/09/2021	03.38.43	3,52	32,20	0000	TWSUSER	34447
OCGJD400	16/09/2021	03.36.14	3,51	32,59	0000	TWSUSER	77618
OCGJD400	17/09/2021	03.37.08	3,54	35,17	0000	TWSUSER	18783
OCGJD400	18/09/2021	03.39.00	3,48	24,70	0000	TWSUSER	59642
OCGJD400	21/09/2021	03.38.18	3,49	35,93	0000	TWSUSER	20361
OCGJD400	22/09/2021	03.37.05	3,48	39,02	0000	TWSUSER	62110
OCGJD400	23/09/2021	03.38.39	3,47	36,57	0000	TWSUSER	5960
OCGJD400	24/09/2021	03.40.46	3,45	37,25	0000	TWSUSER	48912
OCGJD400	25/09/2021	03.37.56	3,54	34,51	0000	TWSUSER	90964
OCGJD400	28/09/2021	03.36.04	3,49	31,05	0000	TWSUSER	65840
OCGJD400	29/09/2021	03.38.50	3,53	36,01	0000	TWSUSER	10573
OCGJD400	30/09/2021	03.39.28	3,54	43,81	0000	TWSUSER	60719
OCGJD400	01/10/2021	03.38.46	5,20	38,21	0000	TWSUSER	6839
OCGJD400	02/10/2021	03.39.55	3,60	34,60	0000	TWSUSER	59393
OCGJD400	05/10/2021	03.40.52	3,82	37,28	0000	TWSUSER	30485
OCGJD400	06/10/2021	03.41.25	3,65	28,71	0000	TWSUSER	74467
OCGJD400	07/10/2021	03.41.18	4,03	33,69	0000	TWSUSER	20183
OCGJD400	08/10/2021	03.39.03	3,63	31,02	0000	TWSUSER	66037
OCGJD400	09/10/2021	03.36.36	3,52	34,68	0000	TWSUSER	10272
OCGJD400	12/10/2021	03.39.03	3,57	36,36	0000	TWSUSER	78261
OCGJD400	14/10/2021	03.38.21	3,57	34,22	0000	TWSUSER	32209
OCGJD400	15/10/2021	03.38.07	3,54	37,70	0000	TWSUSER	75919
OCGJD400	16/10/2021	03.38.48	3,60	36,05	0000	TWSUSER	17284
OCGJD400	19/10/2021	03.37.33	3,53	34,00	0000	TWSUSER	76652
OCGJD400	20/10/2021	03.38.27	3,50	34,39	0000	TWSUSER	19760
OCGJD400	21/10/2021	03.39.04	3,56	37,17	0000	TWSUSER	64085
OCGJD400	22/10/2021	03.36.29	3,56	36,72	0000	TWSUSER	6039
OCGJD400	23/10/2021	03.36.09	3,55	37,12	0000	TWSUSER	49378
OCGJD400	26/10/2021	03.37.58	3,59	40,70	0000	TWSUSER	14818
OCGJD400	27/10/2021	03.39.07	3,54	41,72	0000	TWSUSER	57445
OCGJD400	28/10/2021	03.37.21	3,58	41,78	0000	TWSUSER	1078
OCGJD400	29/10/2021	03.38.24	3,67	39,28	0000	TWSUSER	44254
OCGJD400	30/10/2021	03.36.25	4,81	35,35	0000	TWSUSER	86863
OCGJD400	02/11/2021	03.38.51	3,68	37,26	0000	TWSUSER	54079
OCGJD400	04/11/2021	03.38.41	4,02	34,81	0000	TWSUSER	10103
OCGJD400	05/11/2021	03.38.48	3,65	33,67	0000	TWSUSER	53537
OCGJD400	06/11/2021	03.39.23	4,18	37,18	0000	TWSUSER	95457
OCGJD400	09/11/2021	03.39.11	3,67	31,14	0000	TWSUSER	63414
OCGJD400	10/11/2021	03.37.31	3,59	32,60	0000	TWSUSER	6304
OCGJD400	11/11/2021	03.37.48	3,73	30,85	0000	TWSUSER	51415
OCGJD400	12/11/2021	03.36.59	3,71	33,06	0000	TWSUSER	95403
OCGJD400	13/11/2021	03.37.19	3,72	32,69	0000	TWSUSER	38343
OCGJD400	17/11/2021	03.38.00	3,63	30,88	0000	TWSUSER	14068
OCGJD400	18/11/2021	03.35.47	3,53	30,34	0000	TWSUSER	56170
OCGJD400	19/11/2021	03.35.50	3,57	29,76	0000	TWSUSER	99258
OCGJD400	20/11/2021	03.35.38	3,56	37,77	0000	TWSUSER	40689
OCGJD400	23/11/2021	03.37.24	3,72	31,97	0000	TWSUSER	6255
OCGJD400	24/11/2021	03.35.58	3,59	37,68	0000	TWSUSER	47194
OCGJD400	25/11/2021	03.35.53	3,61	37,41	0000	TWSUSER	91177
OCGJD400	26/11/2021	03.35.53	3,63	40,50	0000	TWSUSER	33008
OCGJD400	27/11/2021	03.58.38	3,57	30,80	0000	TWSUSER	75111
OCGJD400	30/11/2021	03.36.56	3,71	39,08	0000	TWSUSER	42434
OCGJD400	01/12/2021	03.36.35	4,81	37,24	0000	TWSUSER	83762
OCGJD400	02/12/2021	03.38.36	3,77	32,10	0000	TWSUSER	27927
OCGJD400	03/12/2021	03.41.35	4,07	42,39	0000	TWSUSER	68685
OCGJD400	04/12/2021	03.39.24	3,73	40,70	0000	TWSUSER	11213
OCGJD400	07/12/2021	03.45.13	3,81	24,19	0000	TWSUSER	80147
OCGJD400	08/12/2021	03.34.07	3,49	37,04	0000	TWSUSER	22473
OCGJD400	09/12/2021	03.38.23	3,51	34,81	0000	TWSUSER	68221
OCGJD400	10/12/2021	03.38.01	3,62	40,18	0000	TWSUSER	11795
OCGJD400	11/12/2021	03.38.39	3,53	33,97	0000	TWSUSER	54166
OCGJD400	14/12/2021	03.37.25	3,50	32,31	0000	TWSUSER	22193
OCGJD400	15/12/2021	03.38.11	3,53	40,28	0000	TWSUSER	64246
OCGJD400	16/12/2021	03.37.52	3,57	37,77	0000	TWSUSER	7731
OCGJD400	17/12/2021	03.36.52	3,56	38,09	0000	TWSUSER	49754
OCGJD400	18/12/2021	03.38.04	3,54	37,30	0000	TWSUSER	92072
OCGJD400	21/12/2021	03.38.20	3,47	33,23	0000	TWSUSER	59040
OCGJD400	22/12/2021	03.31.40	3,50	42,32	0000	TWSUSER	1163
OCGJD400	23/12/2021	03.31.29	3,46	39,34	0000	TWSUSER	46921
OCGJD400	24/12/2021	03.36.07	3,48	37,18	0000	TWSUSER	90754
OCGJD400	25/12/2021	03.37.16	3,53	34,56	0000	TWSUSER	32948
OCGJD400	28/12/2021	03.36.07	3,46	32,22	0000	TWSUSER	98214
OCGJD400	29/12/2021	03.37.34	3,50	38,02	0000	TWSUSER	40386
OCGJD400	30/12/2021	03.36.39	3,52	36,53	0000	TWSUSER	84349
OCGJD400	31/12/2021	03.37.26	3,59	36,81	0000	TWSUSER	29345
OCGJD400	01/01/2022	06.43.05	5,27	39,90	0000	TWSUSER	66963
OCGJD400	01/01/2022	22.44.43	4,95	33,25	0000	TWSUSER	80823
OCGJD400	04/01/2022	03.40.36	3,63	33,38	0000	TWSUSER	37465
OCGJD400	05/01/2022	03.38.16	3,53	30,80	0000	TWSUSER	80159
OCGJD400	06/01/2022	03.42.27	3,85	39,17	0000	TWSUSER	26606
OCGJD400	07/01/2022	03.50.26	3,91	37,61	0000	TWSUSER	71293
OCGJD400	08/01/2022	03.42.33	3,67	32,15	0000	TWSUSER	16279
OCGJD400	11/01/2022	03.39.50	3,65	34,00	0000	TWSUSER	86229
OCGJD400	12/01/2022	03.36.24	3,58	33,50	0000	TWSUSER	28908
OCGJD400	13/01/2022	03.38.14	3,62	33,89	0000	TWSUSER	75379
OCGJD400	14/01/2022	03.37.41	3,61	34,19	0000	TWSUSER	18338
OCGJD400	15/01/2022	03.36.45	3,60	32,84	0000	TWSUSER	62246
OCGJD400	18/01/2022	03.38.22	3,70	34,68	0000	TWSUSER	29129
OCGJD400	19/01/2022	03.37.43	3,64	34,62	0000	TWSUSER	70505
OCGJD400	20/01/2022	03.38.45	3,69	38,24	0000	TWSUSER	14055
OCGJD400	21/01/2022	03.38.42	3,70	35,95	0000	TWSUSER	56409
OCGJD400	22/01/2022	04.19.12	3,64	43,76	0000	TWSUSER	99334
OCGJD400	25/01/2022	03.39.12	3,71	42,13	0000	TWSUSER	64499
OCGJD400	26/01/2022	03.37.34	3,73	38,70	0000	TWSUSER	6525
OCGJD400	27/01/2022	03.37.13	3,71	33,45	0000	TWSUSER	50192
OCGJD400	28/01/2022	03.37.34	3,74	37,17	0000	TWSUSER	92867
OCGJD400	29/01/2022	03.38.04	3,79	35,70	0000	TWSUSER	35532
OCGJD400	01/02/2022	03.40.07	5,58	40,05	0000	TWSUSER	1166
OCGJD400	02/02/2022	03.44.34	3,77	32,47	0000	TWSUSER	43632
OCGJD400	03/02/2022	03.43.22	3,89	34,44	0000	TWSUSER	87765
OCGJD400	04/02/2022	03.38.32	3,61	35,81	0000	TWSUSER	31450
OCGJD400	05/02/2022	03.46.24	4,02	27,11	0000	TWSUSER	75616
OCGJD400	08/02/2022	03.46.36	3,94	37,80	0000	TWSUSER	42126
OCGJD400	09/02/2022	03.38.56	3,81	35,61	0000	TWSUSER	84901
OCGJD400	10/02/2022	03.39.09	3,87	34,45	0000	TWSUSER	28032
OCGJD400	11/02/2022	03.39.56	3,91	36,71	0000	TWSUSER	70897
OCGJD400	12/02/2022	03.31.59	3,90	39,25	0000	TWSUSER	12867
OCGJD400	15/02/2022	03.42.54	4,00	38,99	0000	TWSUSER	81704
OCGJD400	16/02/2022	03.39.34	3,89	31,58	0000	TWSUSER	24288
OCGJD400	17/02/2022	03.39.24	3,88	32,04	0000	TWSUSER	68175
OCGJD400	18/02/2022	03.38.07	3,90	38,77	0000	TWSUSER	10627
OCGJD400	19/02/2022	03.38.57	3,92	40,07	0000	TWSUSER	53213
OCGJD400	22/02/2022	03.44.51	4,57	46,84	0000	TWSUSER	18404
OCGJD400	23/02/2022	03.39.37	4,64	47,31	0000	TWSUSER	59882
OCGJD400	24/02/2022	03.38.37	4,58	50,45	0000	TWSUSER	2231
OCGJD400	25/02/2022	03.38.57	4,62	48,57	0000	TWSUSER	43693
OCGJD400	26/02/2022	03.38.48	6,26	51,07	0000	TWSUSER	84770
OCGJD400	03/03/2022	03.47.18	4,58	38,94	0000	TWSUSER	77580
OCGJD400	04/03/2022	03.47.23	4,54	47,95	0000	TWSUSER	20950
OCGJD400	05/03/2022	03.40.23	4,36	46,53	0000	TWSUSER	63312
OCGJD400	08/03/2022	03.51.49	5,06	41,40	0000	TWSUSER	28277
OCGJD400	09/03/2022	03.42.59	4,46	43,81	0000	TWSUSER	71135
OCGJD400	10/03/2022	03.39.43	4,43	46,68	0000	TWSUSER	15560
OCGJD400	11/03/2022	03.39.03	4,49	41,84	0000	TWSUSER	58717
OCGJD400	12/03/2022	03.39.58	4,53	45,76	0000	TWSUSER	1557
OCGJD400	15/03/2022	03.38.45	4,50	47,22	0000	TWSUSER	69123
OCGJD400	16/03/2022	03.39.24	4,48	45,10	0000	TWSUSER	11550
OCGJD400	17/03/2022	03.38.50	4,51	50,19	0000	TWSUSER	54191
OCGJD400	18/03/2022	03.37.22	4,36	32,48	0000	TWSUSER	98409
OCGJD400	19/03/2022	03.39.54	4,54	45,08	0000	TWSUSER	41454
OCGJD400	22/03/2022	03.39.41	4,62	49,62	0000	TWSUSER	8712
OCGJD400	23/03/2022	03.39.20	4,60	46,29	0000	TWSUSER	51029
OCGJD400	24/03/2022	03.39.44	4,64	43,20	0000	TWSUSER	95441
OCGJD400	25/03/2022	03.40.02	4,64	45,22	0000	TWSUSER	39809
OCGJD400	26/03/2022	03.39.04	4,67	45,34	0000	TWSUSER	83886
OCGJD400	29/03/2022	05.26.29	4,64	46,45	0000	TWSUSER	54573
OCGJD400	30/03/2022	03.40.02	5,63	63,09	0000	TWSUSER	97793
OCGJD400	31/03/2022	03.44.52	7,66	71,63	0000	TWSUSER	43152
OCGJD400	01/04/2022	03.42.06	9,51	77,71	0000	TWSUSER	89925
OCGJD400	02/04/2022	03.47.10	7,61	81,01	0000	TWSUSER	36685
OCGJD400	05/04/2022	03.49.41	6,38	57,24	0000	TWSUSER	7970
OCGJD400	06/04/2022	03.45.21	6,10	29,36	0000	TWSUSER	51751
OCGJD400	07/04/2022	03.55.41	6,45	44,18	0000	TWSUSER	99720
OCGJD400	08/04/2022	03.47.33	6,20	51,98	0000	TWSUSER	45290
OCGJD400	09/04/2022	03.42.24	6,26	60,87	0000	TWSUSER	92041
OCGJD400	12/04/2022	03.46.20	6,22	63,68	0000	TWSUSER	60011
OCGJD400	13/04/2022	03.44.27	6,22	68,94	0000	TWSUSER	3306
OCGJD400	14/04/2022	03.42.55	6,16	62,76	0000	TWSUSER	45737
OCGJD400	15/04/2022	03.43.13	6,20	62,20	0000	TWSUSER	90244
