NOME DO JOB	DATA DE EXECUÇÃO	HORA DE EXECUÇÃO	TEMPO DE CPU	TEMPO DE SALA	RETURN CODE	USUARIO	JOBID
OCGJD400	15/03/2025	03.49.27	271,00	395,06	0000	TWSUSER	83138
OCGJD400	18/03/2025	03.46.51	261,47	332,14	0000	TWSUSER	21601
OCGJD400	19/03/2025	03.48.08	259,68	305,62	0000	TWSUSER	46980
OCGJD400	19/03/2025	03.48.08	259,68	305,62	0000	TWSUSER	46980
OCGJD400	19/03/2025	03.48.08	259,68	305,62	0000	TWSUSER	46980
OCGJD400	19/03/2025	03.48.08	259,68	305,62	0000	TWSUSER	46980
OCGJD400	20/03/2025	03.47.46	259,97	320,14	0000	TWSUSER	73493
OCGJD400	21/03/2025	03.49.20	256,53	336,91	0000	TWSUSER	96855
OCGJD400	22/03/2025	03.47.46	255,55	313,55	0000	TWSUSER	23919
OCGJD400	25/03/2025	03.48.02	257,23	349,61	0000	TWSUSER	66103
OCGJD400	26/03/2025	03.48.11	256,50	321,64	0000	TWSUSER	91999
OCGJD400	27/03/2025	03.48.07	256,84	326,34	0000	TWSUSER	17411
OCGJD400	28/03/2025	03.50.03	256,61	328,97	0000	TWSUSER	40448
OCGJD400	29/03/2025	03.51.19	240,71	319,49	0000	TWSUSER	66035
OCGJD400	01/04/2025	03.47.08	271,89	402,94	0000	USRIWPRD	721
OCGJD400	02/04/2025	04.23.09	263,48	315,20	0000	USRIWPRD	23508
OCGJD400	03/04/2025	03.51.59	264,18	344,76	0000	USRIWPRD	45733
OCGJD400	04/04/2025	03.57.41	266,13	353,50	0000	USRIWPRD	66553
OCGJD400	05/04/2025	03.46.13	266,90	397,95	0000	USRIWPRD	85669
OCGJD400	08/04/2025	03.51.45	269,47	367,60	0000	USRIWPRD	17194
OCGJD400	09/04/2025	03.50.35	267,72	348,25	0000	USRIWPRD	35945
OCGJD400	10/04/2025	03.47.00	267,10	339,76	0000	USRIWPRD	55621
OCGJD400	11/04/2025	03.46.56	267,25	343,79	0000	USRIWPRD	74810
OCGJD400	12/04/2025	03.47.05	272,09	379,91	0000	USRIWPRD	93620
OCGJD400	15/04/2025	03.48.58	262,38	339,82	0000	USRIWPRD	25550
OCGJD400	16/04/2025	03.49.34	263,10	337,99	0000	USRIWPRD	44865
OCGJD400	17/04/2025	03.47.32	261,25	320,97	0000	USRIWPRD	64277
OCGJD400	18/04/2025	03.47.04	260,85	336,77	0000	USRIWPRD	83518
OCGJD400	23/04/2025	03.34.05	256,23	328,49	0000	USRIWPRD	26074
OCGJD400	24/04/2025	03.49.18	256,01	320,95	0000	USRIWPRD	44883
OCGJD400	25/04/2025	03.47.42	257,81	329,42	0000	USRIWPRD	63599
OCGJD400	26/04/2025	03.49.30	258,16	354,53	0000	USRIWPRD	82092
OCGJD400	29/04/2025	03.48.05	257,23	326,66	0000	USRIWPRD	13346
OCGJD400	30/04/2025	11.35.27	288,82	329,69	0000	USRIWPRD	37601
OCGJD400	01/05/2025	05.14.49	288,61	342,99	0000	USRIWPRD	51275
OCGJD400	03/05/2025	04.34.22	297,06	472,80	0000	USRIWPRD	76317
OCGJD400	06/05/2025	04.04.30	301,91	432,29	0000	USRIWPRD	7708
OCGJD400	07/05/2025	04.04.39	299,92	388,79	0000	USRIWPRD	26489
OCGJD400	08/05/2025	03.57.03	300,90	406,09	0000	USRIWPRD	45320
OCGJD400	09/05/2025	03.54.48	297,37	372,42	0000	USRIWPRD	64097
OCGJD400	10/05/2025	03.56.37	297,31	403,36	0000	USRIWPRD	82710
OCGJD400	13/05/2025	03.34.43	299,75	405,64	0000	USRIWPRD	14091
OCGJD400	14/05/2025	03.53.13	300,45	388,38	0000	USRIWPRD	32483
OCGJD400	15/05/2025	03.55.11	300,83	395,13	0000	USRIWPRD	51653
OCGJD400	16/05/2025	03.53.02	301,02	391,25	0000	USRIWPRD	70413
OCGJD400	17/05/2025	03.53.56	301,58	413,19	0000	USRIWPRD	88883
OCGJD400	20/05/2025	03.52.31	288,34	359,86	0000	USRIWPRD	20085
OCGJD400	21/05/2025	03.54.46	287,87	350,27	0000	USRIWPRD	38419
OCGJD400	22/05/2025	03.56.48	291,79	384,30	0000	USRIWPRD	57613
OCGJD400	23/05/2025	03.55.53	291,52	379,04	0000	USRIWPRD	76819
OCGJD400	24/05/2025	03.54.53	290,09	376,51	0000	USRIWPRD	95893
OCGJD400	27/05/2025	03.53.19	293,75	362,90	0000	USRIWPRD	27640
OCGJD400	28/05/2025	03.53.47	292,83	357,28	0000	USRIWPRD	45976
OCGJD400	29/05/2025	03.48.27	293,11	353,68	0000	USRIWPRD	65457
OCGJD400	30/05/2025	03.49.23	288,60	365,34	0000	USRIWPRD	84369
OCGJD400	31/05/2025	03.33.50	294,05	438,89	0000	USRIWPRD	3503
OCGJD400	03/06/2025	05.18.26	276,47	345,83	0000	USRIWPRD	36351
OCGJD400	04/06/2025	05.34.32	286,58	366,49	0000	USRIWPRD	55207
OCGJD400	05/06/2025	05.08.09	285,20	351,08	0000	USRIWPRD	74505
OCGJD400	06/06/2025	03.55.28	323,31	411,88	0000	USRIWPRD	93009
OCGJD400	07/06/2025	03.55.43	329,88	441,67	0000	USRIWPRD	11913
OCGJD400	10/06/2025	03.55.59	330,01	426,60	0000	USRIWPRD	43335
OCGJD400	11/06/2025	03.55.31	329,61	422,11	0000	USRIWPRD	62186
OCGJD400	12/06/2025	03.56.24	330,78	413,37	0000	USRIWPRD	81757
OCGJD400	13/06/2025	03.54.19	38,38	54,31	0000	USRIWPRD	725
OCGJD400	14/06/2025	03.53.29	37,27	67,14	0000	USRIWPRD	19528
OCGJD400	17/06/2025	03.45.46	36,47	46,46	0000	USRIWPRD	49503
OCGJD400	18/06/2025	03.46.01	36,66	50,45	0000	USRIWPRD	67954
OCGJD400	19/06/2025	03.46.04	36,87	56,82	0000	USRIWPRD	86787
OCGJD400	21/06/2025	03.46.34	37,58	57,38	0000	USRIWPRD	11820
OCGJD400	24/06/2025	03.45.47	36,86	56,47	0000	USRIWPRD	41965
OCGJD400	25/06/2025	03.46.55	51,93	71,05	0000	USRIWPRD	60521
OCGJD400	26/06/2025	03.47.53	52,76	83,48	0000	USRIWPRD	79043
OCGJD400	27/06/2025	03.47.29	27,29	35,55	0000	USRIWPRD	97907
OCGJD400	28/06/2025	03.47.03	11,85	17,91	0000	USRIWPRD	16696
OCGJD400	01/07/2025	04.10.02	12,14	18,06	0000	USRIWPRD	47310
OCGJD400	02/07/2025	04.10.59	10,11	14,76	0000	USRIWPRD	66747
OCGJD400	03/07/2025	03.59.45	9,52	14,23	0000	USRIWPRD	86099
OCGJD400	04/07/2025	03.42.14	8,37	11,11	0000	USRIWPRD	5520
OCGJD400	05/07/2025	03.42.52	8,45	11,43	0000	USRIWPRD	24643
OCGJD400	08/07/2025	03.39.23	11,93	15,49	0000	USRIWPRD	56619
OCGJD400	09/07/2025	03.47.13	9,79	14,71	0000	USRIWPRD	75618
OCGJD400	10/07/2025	03.46.05	9,33	15,57	0000	USRIWPRD	97882
OCGJD400	11/07/2025	03.46.51	9,68	12,92	0000	USRIWPRD	17152
OCGJD400	12/07/2025	03.46.11	9,42	14,89	0000	USRIWPRD	36290
OCGJD400	15/07/2025	03.54.22	9,55	13,09	0000	USRIWPRD	68900
OCGJD400	16/07/2025	03.53.33	9,45	12,75	0000	USRIWPRD	88264
OCGJD400	17/07/2025	03.52.45	9,57	13,14	0000	USRIWPRD	8004
OCGJD400	18/07/2025	03.51.59	9,75	13,16	0000	USRIWPRD	27123
OCGJD400	19/07/2025	03.52.02	9,73	13,29	0000	USRIWPRD	46052
OCGJD400	20/07/2025	10.56.19	6,91	8,84	0000	USRIWPRD	54648
OCGJD400	22/07/2025	03.52.08	9,62	12,71	0000	USRIWPRD	77002
OCGJD400	22/07/2025	06.52.48	0,00	1,20	0012	USRIWPRD	78359
OCGJD400	22/07/2025	10.29.27	0,00	0,00	0012	USRIWPRD	81700
OCGJD400	22/07/2025	10.38.32	0,00	1,20	0012	USRIWPRD	81898
OCGJD400	23/07/2025	04.41.32	9,61	12,91	0000	USRIWPRD	96465
OCGJD400	24/07/2025	03.54.48	9,59	12,93	0000	USRIWPRD	15242
OCGJD400	24/07/2025	21.19.41	8,00	10,27	0000	USRIWPRD	31072
OCGJD400	25/07/2025	03.52.20	9,68	14,55	0000	USRIWPRD	34377
OCGJD400	26/07/2025	03.52.48	10,50	19,28	0000	USRIWPRD	53316
OCGJD400	26/07/2025	20.32.59	6,62	8,44	0000	USRIWPRD	58605
OCGJD400	27/07/2025	11.09.59	6,69	8,43	0000	USRIWPRD	61861
OCGJD400	29/07/2025	04.00.41	9,88	21,07	0000	USRIWPRD	84209
OCGJD400	30/07/2025	03.51.02	10,25	18,66	0000	USRIWPRD	3101
OCGJD400	31/07/2025	03.55.07	11,00	20,35	0000	USRIWPRD	22087
OCGJD400	01/08/2025	08.39.17	20,04	23,21	0000	USRIWPRD	43005
OCGJD400	02/08/2025	04.35.23	11,49	15,54	0000	USRIWPRD	59159
OCGJD400	05/08/2025	04.18.30	11,17	18,20	0000	USRIWPRD	94852
OCGJD400	06/08/2025	04.34.10	10,39	19,46	0000	USRIWPRD	14198
OCGJD400	07/08/2025	03.54.29	11,33	15,15	0000	USRIWPRD	33190
OCGJD400	08/08/2025	04.00.31	12,97	26,07	0000	USRIWPRD	52718
OCGJD400	09/08/2025	03.57.31	11,16	18,59	0000	USRIWPRD	71694
OCGJD400	12/08/2025	03.34.36	10,37	14,03	0000	USRIWPRD	3331
OCGJD400	13/08/2025	03.58.43	10,56	17,36	0000	USRIWPRD	22727
OCGJD400	14/08/2025	03.57.54	10,68	21,00	0000	USRIWPRD	41916
OCGJD400	15/08/2025	03.58.25	10,62	17,53	0000	USRIWPRD	61056
OCGJD400	16/08/2025	03.55.44	10,62	17,73	0000	USRIWPRD	82028
OCGJD400	19/08/2025	05.01.55	10,33	15,24	0000	USRIWPRD	14266
OCGJD400	20/08/2025	03.59.14	10,84	20,15	0000	USRIWPRD	32707
OCGJD400	21/08/2025	03.55.58	10,69	17,54	0000	USRIWPRD	52146
OCGJD400	22/08/2025	03.57.32	10,69	21,07	0000	USRIWPRD	70970
OCGJD400	23/08/2025	03.56.37	10,68	18,28	0000	USRIWPRD	90189
OCGJD400	26/08/2025	03.58.29	10,67	17,83	0000	USRIWPRD	21550
OCGJD400	27/08/2025	04.03.24	10,44	18,56	0000	USRIWPRD	40267
OCGJD400	28/08/2025	03.53.00	10,15	15,38	0000	USRIWPRD	59425
OCGJD400	29/08/2025	03.54.44	10,18	13,03	0000	USRIWPRD	78422
OCGJD400	30/08/2025	03.55.01	16,93	23,83	0000	USRIWPRD	98437
OCGJD400	02/09/2025	04.24.14	12,04	25,08	0000	USRIWPRD	30311
OCGJD400	03/09/2025	03.58.14	11,20	16,50	0000	USRIWPRD	49350
OCGJD400	22/07/2025	06.51.57	USRIWPRD	78350
